Species	countryCode	lon	lat
Iguanaiguana	GF	-52.214990	3.211020
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-52.754410	2.938950
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-52.754410	2.938950
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-54.193580	3.206730
Iguanaiguana	GF	-52.933310	2.305710
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-54.014380	3.387970
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.394960	3.210790
Iguanaiguana	GF	-54.103990	3.297350
Iguanaiguana	GF	-54.103990	3.297350
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.574780	3.120090
Iguanaiguana	GF	-52.574780	3.120090
Iguanaiguana	GF	-52.394610	2.939460
Iguanaiguana	GF	-52.394610	2.939460
Iguanaiguana	GF	-52.573930	2.487030
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-53.924480	3.388250
Iguanaiguana	GF	-54.014660	3.478310
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.484810	3.120220
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-54.103990	3.297350
Iguanaiguana	GF	-54.193580	3.206730
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-54.103990	3.297350
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.573930	2.487030
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-52.753530	2.305950
Iguanaiguana	GF	-52.843420	2.305830
Iguanaiguana	GF	-52.933190	2.215290
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-52.574910	3.210530
Iguanaiguana	GF	-52.394960	3.210790
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.484940	3.210660
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-54.105810	3.839360
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.394960	3.210790
Iguanaiguana	GF	-52.933190	2.215290
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-53.924480	3.388250
Iguanaiguana	GF	-54.014660	3.478310
Iguanaiguana	GF	-53.924480	3.388250
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.933190	2.215290
Iguanaiguana	GF	-54.286010	3.929010
Iguanaiguana	GF	-52.214990	3.211020
Iguanaiguana	GF	-54.103990	3.297350
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-54.103990	3.297350
Iguanaiguana	GF	-52.753530	2.305950
Iguanaiguana	GF	-54.014380	3.387970
Iguanaiguana	GF	-52.484940	3.210660
Iguanaiguana	GF	-52.844350	2.938800
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-53.745450	3.659870
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-53.834310	3.298160
Iguanaiguana	GF	-52.484940	3.210660
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-54.103710	3.207010
Iguanaiguana	GF	-54.103710	3.207010
Iguanaiguana	GF	-52.843420	2.305830
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-52.663730	2.396490
Iguanaiguana	GF	-52.573930	2.487030
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-54.103710	3.207010
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-54.193040	3.026080
Iguanaiguana	GF	-54.103710	3.207010
Iguanaiguana	GF	-52.574780	3.120090
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-54.013830	3.207280
Iguanaiguana	GF	-52.573930	2.487030
Iguanaiguana	GF	-54.014660	3.478310
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-54.103990	3.297350
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-52.394610	2.939460
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.664740	3.119950
Iguanaiguana	GF	-54.013830	3.207280
Iguanaiguana	GF	-53.023330	2.396000
Iguanaiguana	GF	-52.574270	2.758340
Iguanaiguana	GF	-53.023330	2.396000
Iguanaiguana	GF	-53.023070	2.215170
Iguanaiguana	GF	-52.933310	2.305710
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-52.754410	2.938950
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-53.834570	3.388520
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-53.112950	2.215050
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.394960	3.210790
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-54.014950	3.568660
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-53.112950	2.215050
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-54.193040	3.026080
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-52.574780	3.120090
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-53.744160	3.208040
Iguanaiguana	GF	-54.014100	3.297630
Iguanaiguana	GF	-52.214990	3.211020
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-54.193580	3.206730
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.933980	2.757810
Iguanaiguana	GF	-52.394610	2.939460
Iguanaiguana	GF	-54.014660	3.478310
Iguanaiguana	GF	-54.014660	3.478310
Iguanaiguana	GF	-52.664740	3.119950
Iguanaiguana	GF	-52.484940	3.210660
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.843420	2.305830
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-54.103990	3.297350
Iguanaiguana	GF	-54.103440	3.116680
Iguanaiguana	GF	-53.023330	2.396000
Iguanaiguana	GF	-53.023330	2.396000
Iguanaiguana	GF	-53.654480	3.298660
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.394610	2.939460
Iguanaiguana	GF	-52.573930	2.487030
Iguanaiguana	GF	-52.574270	2.758340
Iguanaiguana	GF	-52.573930	2.487030
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-52.844200	2.848380
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-53.924480	3.388250
Iguanaiguana	GF	-52.844200	2.848380
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-54.193040	3.026080
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-52.933190	2.215290
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-54.014100	3.297630
Iguanaiguana	GF	-53.834570	3.388520
Iguanaiguana	GF	-52.214990	3.211020
Iguanaiguana	GF	-53.112950	2.215050
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-54.193040	3.026080
Iguanaiguana	GF	-54.015250	3.659000
Iguanaiguana	GF	-54.014380	3.387970
Iguanaiguana	GF	-52.933190	2.215290
Iguanaiguana	GF	-52.844200	2.848380
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.574910	3.210530
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.484940	3.210660
Iguanaiguana	GF	-52.754410	2.938950
Iguanaiguana	GF	-52.844350	2.938800
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-54.105810	3.839360
Iguanaiguana	GF	-52.574910	3.210530
Iguanaiguana	GF	-53.924480	3.388250
Iguanaiguana	GF	-52.574910	3.210530
Iguanaiguana	GF	-52.574910	3.210530
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-54.286010	3.929010
Iguanaiguana	GF	-54.103710	3.207010
Iguanaiguana	GF	-52.574040	2.577470
Iguanaiguana	GF	-52.484940	3.210660
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-54.014660	3.478310
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-53.564330	3.208510
Iguanaiguana	GF	-54.103710	3.207010
Iguanaiguana	GF	-54.193580	3.206730
Iguanaiguana	GF	-54.193580	3.206730
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-54.281860	2.664520
Iguanaiguana	GF	-52.574040	2.577470
Iguanaiguana	GF	-52.574040	2.577470
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-52.574780	3.120090
Iguanaiguana	GF	-54.012380	2.665210
Iguanaiguana	GF	-52.574780	3.120090
Iguanaiguana	GF	-52.574040	2.577470
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.574270	2.758340
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-53.744160	3.208040
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-54.103710	3.207010
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.214990	3.211020
Iguanaiguana	GF	-52.214990	3.211020
Iguanaiguana	GF	-52.753530	2.305950
Iguanaiguana	GF	-54.193040	3.026080
Iguanaiguana	GF	-52.844350	2.938800
Iguanaiguana	GF	-54.015250	3.659000
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.933190	2.215290
Iguanaiguana	GF	-53.924480	3.388250
Iguanaiguana	GF	-53.744160	3.208040
Iguanaiguana	GF	-52.844350	2.938800
Iguanaiguana	GF	-52.394960	3.210790
Iguanaiguana	GF	-52.574780	3.120090
Iguanaiguana	GF	-54.193580	3.206730
Iguanaiguana	GF	-54.014380	3.387970
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.754410	2.938950
Iguanaiguana	GF	-53.834310	3.298160
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-54.013830	3.207280
Iguanaiguana	GF	-54.013830	3.207280
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-52.664740	3.119950
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-54.103990	3.297350
Iguanaiguana	GF	-52.574040	2.577470
Iguanaiguana	GF	-54.192530	2.845420
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.214990	3.211020
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-54.103990	3.297350
Iguanaiguana	GF	-54.014660	3.478310
Iguanaiguana	GF	-54.014660	3.478310
Iguanaiguana	GF	-54.014660	3.478310
Iguanaiguana	GF	-54.014380	3.387970
Iguanaiguana	GF	-52.844200	2.848380
Iguanaiguana	GF	-52.574040	2.577470
Iguanaiguana	GF	-52.574040	2.577470
Iguanaiguana	GF	-52.574780	3.120090
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.484940	3.210660
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.843420	2.305830
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-54.103990	3.297350
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-52.574910	3.210530
Iguanaiguana	GF	-52.843420	2.305830
Iguanaiguana	GF	-53.023330	2.396000
Iguanaiguana	GF	-54.103710	3.207010
Iguanaiguana	GF	-54.193580	3.206730
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.933980	2.757810
Iguanaiguana	GF	-52.933980	2.757810
Iguanaiguana	GF	-52.664740	3.119950
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.933980	2.757810
Iguanaiguana	GF	-53.924480	3.388250
Iguanaiguana	GF	-52.394610	2.939460
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-52.843420	2.305830
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.484940	3.210660
Iguanaiguana	GF	-54.103710	3.207010
Iguanaiguana	GF	-54.014660	3.478310
Iguanaiguana	GF	-54.196080	3.929360
Iguanaiguana	GF	-54.103990	3.297350
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-54.014660	3.478310
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-54.192780	2.935750
Iguanaiguana	GF	-52.844350	2.938800
Iguanaiguana	GF	-54.014660	3.478310
Iguanaiguana	GF	-52.574270	2.758340
Iguanaiguana	GF	-52.844200	2.848380
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-54.195740	3.839030
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-52.214990	3.211020
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.844350	2.938800
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-54.103990	3.297350
Iguanaiguana	GF	-52.933980	2.757810
Iguanaiguana	GF	-52.214990	3.211020
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.215210	3.391920
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-54.103710	3.207010
Iguanaiguana	GF	-52.574780	3.120090
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-54.281860	2.664520
Iguanaiguana	GF	-52.933980	2.757810
Iguanaiguana	GF	-54.193580	3.206730
Iguanaiguana	GF	-52.843420	2.305830
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-54.193580	3.206730
Iguanaiguana	GF	-52.574040	2.577470
Iguanaiguana	GF	-52.394720	3.029900
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.843420	2.305830
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-52.843420	2.305830
Iguanaiguana	GF	-53.023330	2.396000
Iguanaiguana	GF	-52.663730	2.396490
Iguanaiguana	GF	-52.933190	2.215290
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.484940	3.210660
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-54.103710	3.207010
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-54.103710	3.207010
Iguanaiguana	GF	-52.754550	3.029380
Iguanaiguana	GF	-52.215210	3.391920
Iguanaiguana	GF	-54.193580	3.206730
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.304980	3.210910
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-52.844200	2.848380
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-53.834570	3.388520
Iguanaiguana	GF	-52.394960	3.210790
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.215100	3.301470
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.214990	3.211020
Iguanaiguana	GF	-54.103710	3.207010
Iguanaiguana	GF	-54.193580	3.206730
Iguanaiguana	GF	-52.934130	2.848230
Iguanaiguana	GF	-52.484940	3.210660
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-53.024050	2.848080
Iguanaiguana	GF	-52.125200	3.392030
Iguanaiguana	GF	-52.754700	3.119800
Iguanaiguana	GF	-52.394960	3.210790
Iguanaiguana	GF	-52.394960	3.210790
Iguanaiguana	GF	-54.014660	3.478310
Iguanaiguana	GF	-53.043924	5.070786
Iguanaiguana	GF	-52.333333	4.933333
Iguanaiguana	GF	-52.578938	5.200085
Iguanaiguana	GF	-52.649969	5.177782
Iguanaiguana	GF	-52.649925	5.177758
Iguanaiguana	GP	-61.551000	16.265000
Iguanaiguana	GP	-61.479594	16.316809
Iguanaiguana	GP	-61.737410	16.141490
Iguanaiguana	GP	-61.737410	16.141490
Iguanaiguana	GP	-61.645740	15.869780
Iguanaiguana	GP	-61.737980	16.051110
Iguanaiguana	GP	-61.456200	16.230010
Iguanaiguana	GP	-61.552360	15.869180
Iguanaiguana	GP	-61.738550	15.960730
Iguanaiguana	GP	-61.737980	16.051110
Iguanaiguana	GP	-61.552360	15.869180
Iguanaiguana	GP	-61.645740	15.869780
Iguanaiguana	GP	-61.644520	16.050540
Iguanaiguana	GP	-61.644520	16.050540
Iguanaiguana	GP	-61.552360	15.869180
Iguanaiguana	GP	-61.552360	15.869180
Iguanaiguana	GP	-61.552360	15.869180
Iguanaiguana	GP	-61.362670	16.229310
Iguanaiguana	GP	-61.645740	15.869780
Iguanaiguana	GP	-61.552360	15.869180
Iguanaiguana	GP	-61.738550	15.960730
Iguanaiguana	GP	-61.644520	16.050540
Iguanaiguana	GP	-61.552360	15.869180
Iguanaiguana	GP	-61.269130	16.228570
Iguanaiguana	GP	-61.645740	15.869780
Iguanaiguana	GP	-61.645740	15.869780
Iguanaiguana	GP	-61.645740	15.869780
Iguanaiguana	GP	-61.645740	15.869780
Iguanaiguana	GP	-61.737980	16.051110
Iguanaiguana	GP	-61.269130	16.228570
Iguanaiguana	GP	-61.645740	15.869780
Iguanaiguana	GP	-61.269130	16.228570
Iguanaiguana	GP	-61.644520	16.050540
Iguanaiguana	GP	-61.552360	15.869180
Iguanaiguana	GP	-61.552360	15.869180
Iguanaiguana	GP	-61.549740	16.230670
Iguanaiguana	GP	-61.643910	16.140920
Iguanaiguana	GP	-61.269130	16.228570
Iguanaiguana	GP	-61.552360	15.869180
Iguanaiguana	GP	-61.645130	15.960160
Iguanaiguana	GP	-61.456200	16.230010
Iguanaiguana	GP	-61.552360	15.869180
Iguanaiguana	GP	-61.644520	16.050540
Iguanaiguana	GP	-61.456200	16.230010
Iguanaiguana	GP	-61.737980	16.051110
Iguanaiguana	GP	-61.645130	15.960160
Iguanaiguana	GP	-61.552360	15.869180
Iguanaiguana	GP	-61.456200	16.230010
Iguanaiguana	GP	-61.362670	16.229310
Iguanaiguana	GP	-61.737410	16.141490
Iguanaiguana	GP	-61.269130	16.228570
Iguanaiguana	GP	-61.644520	16.050540
Iguanaiguana	GP	-61.645740	15.869780
Iguanaiguana	GP	-61.645740	15.869780
Iguanaiguana	GP	-61.645740	15.869780
Iguanaiguana	GP	-61.456200	16.230010
Iguanaiguana	GP	-61.269130	16.228570
Iguanaiguana	GP	-61.552360	15.869180
Iguanaiguana	GP	-61.645740	15.869780
Iguanaiguana	GP	-61.645130	15.960160
Iguanaiguana	GP	-61.645740	15.869780
Iguanaiguana	GP	-61.645740	15.869780
Iguanaiguana	GP	-61.456200	16.230010
Iguanaiguana	GP	-61.737410	16.141490
Iguanaiguana	GP	-61.643910	16.140920
Iguanaiguana	GP	-61.552360	15.869180
Iguanaiguana	GP	-61.645740	15.869780
Iguanaiguana	GP	-61.552360	15.869180
Iguanaiguana	GP	-61.645740	15.869780
Iguanaiguana	GP	-61.552360	15.869180
Iguanaiguana	GP	-61.552360	15.869180
Iguanaiguana	GP	-61.549740	16.230670
Iguanaiguana	GP	-61.583333	16.250000
Iguanaiguana	GP	-61.594968	15.858496
Iguanaiguana	GP	-61.594968	15.858496
Iguanaiguana	GP	-61.594968	15.858496
Iguanaiguana	GP	-61.594968	15.858496
Iguanaiguana	GP	-61.594968	15.858496
Iguanaiguana	GP	-61.594968	15.858496
Iguanaiguana	GP	-61.594968	15.858496
Iguanaiguana	GP	-61.594968	15.858496
Iguanaiguana	GP	-61.594968	15.858496
Iguanaiguana	GP	-61.594968	15.858496
Iguanaiguana	GP	-61.594968	15.858496
Iguanaiguana	GP	-61.594968	15.858496
Iguanaiguana	GP	-61.534653	16.244480
Iguanaiguana	GP	-61.533458	16.229258
Iguanaiguana	GP	-61.508018	16.206739
Iguanaiguana	GP	-61.582146	15.875323
Iguanaiguana	GP	-61.505233	16.207456
Iguanaiguana	GP	-61.294403	16.244595
Iguanaiguana	GT	-90.189260	16.539230
Iguanaiguana	GT	-90.189260	16.539230
Iguanaiguana	GT	-89.879449	16.941324
Iguanaiguana	GT	-90.928687	16.838589
Iguanaiguana	GT	-90.488205	13.896744
Iguanaiguana	GT	-89.887700	16.922083
Iguanaiguana	GY	-59.306066	3.705824
Iguanaiguana	GY	-59.307396	3.750726
Iguanaiguana	GY	-58.684287	4.672585
Iguanaiguana	GY	-59.768252	3.440439
Iguanaiguana	GY	-58.684287	4.672585
Iguanaiguana	HN	-84.061400	14.760000
Iguanaiguana	HN	-84.061400	14.760000
Iguanaiguana	HN	-84.061400	14.760000
Iguanaiguana	HN	-84.061400	14.760000
Iguanaiguana	HN	-86.500000	16.383300
Iguanaiguana	HN	-86.500000	16.383300
Iguanaiguana	HN	-86.524950	16.317894
Iguanaiguana	HN	-86.989934	14.008960
Iguanaiguana	HN	-86.537756	16.331859
Iguanaiguana	HN	-88.150000	15.400000
Iguanaiguana	HN	-84.283300	15.800000
Iguanaiguana	HN	-84.283300	15.800000
Iguanaiguana	HN	-84.283300	15.800000
Iguanaiguana	HN	-88.783333	14.800000
Iguanaiguana	HN	-88.783333	14.800000
Iguanaiguana	HN	-88.133333	14.633333
Iguanaiguana	HN	-83.929836	17.408951
Iguanaiguana	HN	-83.930336	17.409051
Iguanaiguana	HN	-83.929836	17.408951
Iguanaiguana	HN	-83.929836	17.408951
Iguanaiguana	HN	-83.930336	17.409051
Iguanaiguana	HN	-83.929836	17.408951
Iguanaiguana	HN	-83.930099	17.408199
Iguanaiguana	HN	-83.930099	17.408199
Iguanaiguana	HN	-83.930099	17.408199
Iguanaiguana	HN	-83.930099	17.408199
Iguanaiguana	HN	-83.930099	17.408199
Iguanaiguana	HN	-86.500918	15.954930
Iguanaiguana	HN	-88.031975	14.958423
Iguanaiguana	HN	-87.009629	15.759445
Iguanaiguana	HN	-88.033791	14.943458
Iguanaiguana	HN	-88.003151	14.798563
Iguanaiguana	HN	-86.573800	16.320998
Iguanaiguana	HN	-88.026903	14.938627
Iguanaiguana	HN	-87.003560	14.012572
Iguanaiguana	HN	-83.916667	17.416667
Iguanaiguana	HN	-83.916667	17.416667
Iguanaiguana	HN	-83.916667	17.416667
Iguanaiguana	HN	-87.083333	13.333333
Iguanaiguana	HN	-83.916667	17.416667
Iguanaiguana	HN	-87.011206	14.009895
Iguanaiguana	HN	-86.996966	14.005801
Iguanaiguana	HN	-87.011206	14.009895
Iguanaiguana	HN	-87.000511	14.006460
Iguanaiguana	HN	-86.884968	16.119416
Iguanaiguana	HN	-87.004040	14.015190
Iguanaiguana	HN	-83.942137	17.405751
Iguanaiguana	HN	-87.441666	15.520711
Iguanaiguana	HN	-87.006011	14.016765
Iguanaiguana	HN	-86.536399	16.310332
Iguanaiguana	HN	-86.544757	16.313961
Iguanaiguana	HN	-86.497075	16.326348
Iguanaiguana	HN	-85.866782	16.460443
